Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
23,1,1,32,2,2,2,3,0,3,1,2,0,2,1,1,1,17904,0
41,1,1,12,3,2,3,4,1,4,2,7,1,3,1,0,2,21032,0
47,0,3,10,3,2,2,3,1,3,2,4,0,4,0,1,2,17976,0
42,1,1,29,2,1,2,3,4,3,2,3,0,3,0,0,0,30992,0
29,0,3,15.49083459,2,2,3,3,1,3,0,2,0,2,1,1,2,19649,0
42,1,2,8,1,2,2,3,0,3,1,1,1,4,1,0,1,17696,0
32,1,1,8,3,1,3,3,0,4,0,2,0,4,0,0,1,17370,0
48,1,3,35,3,1,3,3,3,3,0,4,0,4,0,0,3,27504,0
37,1,1,12,3,2,2,2,1,5,1,5,1,3,1,1,2,20974,0
30,0,3,15.49083459,1,1,2,3,1,3,0,1,1,3,1,0,2,19736,0
26,1,3,6,2,2,2,3,1,3,0,2,0,5,1,0,2,20296,0
42,1,1,8,2,2,3,4,1,3,3,4,0,2,0,1,2,21781,0
21,0,3,6,1,1,2,4,0,4,2,2,1,5,1,1,1,17174,1
36,0,3,6,3,1,2,3,1,3,3,5,0,2,1,1,2,21653,0
36,0,3,9,3,2,2,4,3,3,0,5,0,2,0,1,3,24699,0
57,1,1,6,3,2,2,3,1,3,0,3,0,3,1,1,2,21755,0
40,1,1,16,2,1,2,2,0,3,0,4,1,3,0,1,1,17213,0
21,0,3,15,3,2,2,3,0,3,2,2,0,4,0,0,1,17610,0
33,1,3,11,3,1,2,3,0,3,2,2,1,2,1,0,1,17851,1
37.62226512,1,1,16,3,1,3,3,0,5,0,7,0,2,1,1,1,18452,0
46,0,1,13,3,1,1,3,1,3,0,3,0,5,0,0,2,20258,0
41,0,3,10,3,2,2,3,1,4,3,2,0,3,1,0,2,24355,1
50,1,1,16,1,2,3,4,3,3,3,7,0,5,0,2,3,25496,0
40,1,3,28,3,2,3,4,1,3,0,3,1,3,1,1,2,21380,1
31,1,1,15,2,2,2,4,0,4,2,1,1,3,1,0,1,17657,0
21,1,3,18,2,1,2,2,0,4,2,2,0,5,0,1,1,17716,1
29,1,1,29,2,2,2,3,0,3,2,1,0,3,1,0,1,17201,0
35,1,1,15,2,2,3,4,1,4,3,1,0,2,1,2,2,21540,0
37.62226512,1,1,6,3,2,2,3,0,4,1,2,0,3,0,0,1,22347,0
28,1,3,15,2,2,3,3,1,3,2,2,0,3,1,0,2,20253,0
49,1,1,13,2,2,2,4,3,3,3,1,0,2,1,1,3,25965,0
51,1,3,20,2,1,2,3.708445179,1,3,0,5,0,3,0,1,2,19936,0
36,1,1,8,2,1,3,3,0,3,0,5,0,5,1,0,1,17543,0
34,0,3,25,3,2,3,2,1,3,2,1,1,2,1,2,2,20304,1
55,1,1,8,2,1,3,3,4,3,2,3,1,5,0,1,0,31659,0
24,1,3,15.49083459,3,1,3,3,1,3,1,2,1,2,0,2,2,22347,0
30,1,3,8,1,2,3,3,0,4,0,2,0,3,1,2,1,17476,0
26,0,1,9,1,2,3,3,0,5,2,1,0,3,0,2,1,18102,1
22,1,1,17,3,1,2,3,0,4,0,2,0,2,1,0,1,17244,0
36,1,3,8,3,2,3,4,3,3,0,2,0,2,1,0,3,22596,0
30,0,1,10,1,2,2,3,0,3,2,19,1,4,1,1,1,17285,1
37,1,1,20,2,1,3,3,0,5,1,2,0,4,1,0,1,18034,0
40,1,3,8,3,1,2,3,1,4,1,1,0,2,0,1,2,20715,0
42,1,1,6,2,1,3,3,0,5,1,4,0,3,1,1,1,17576,0
37.62226512,1,1,16,2,2,2,3,1,4,2,3,1,5,0,1,2,22347,0
43,1,1,18,2,2,2,4,4,4,1,2,0,3,0,1,0,29336,0
37.62226512,1,1,8,3,1,3,4,1,3,0,7,0,5,1,0,2,18448,0
54,1,1,11,3,2,2,3,2,5,0,5,0,4,1,0,4,34406,0
34,0,3,10,3,1,3,3,1,3,0,1,0,2,1,0,2,21538,0
31,1,1,15.49083459,3,1,2,3,1,5,0,2,0,2,1,0,2,22347,0
43,0,1,27,3,2,3,3,0,3,0,1,0,4,0,2,1,17258,0
43,1,1,15.49083459,2,1,3,3,1,3,1,5,1,2,0,0,2,19522,0
25,1,3,15.49083459,2,1,2,4,1,3,2,2,1,2,0,1,2,19487,0
37,0,1,15.49083459,3,1,3,3,1,3,0,4,1,3,1,1,2,22347,0
31,1,1,6,2,2,3,4,0,5,0,2,0,4,0,0,1,17218,0
39,0,1,6,2,2,2,3,2,3,1,2,1,3,0,1,4,34197,0
56,0,3,12,2,1,2,2,4,5,0,1,0,3,1,0,0,28212,0
30,1,3,18,1,1,2,3,1,3,3,1,0,2,1,0,2,21577,0
41,1,3,6,3,2,2,2,3,5,0,2,0,3,1,1,3,23392,0
28,1,1,15.49083459,3,2,3,3,1,5,1,2,0,2,0,0,2,19558,0
37.62226512,1,1,9,3,2,3,3,0,5,0,6,0,5,1,1,1,22347,1
52,1,1,9,3,2,2,4,3,3,0,3,1,2,0,0,3,22969,0
45,1,1,16,2,2,3,3,0,3,0,4,0,5,1,0,1,17654,0
52,1,1,10,2,1,1,3,4,3,0,3,0,5,1,0,0,31555,0
42,0,1,15.49083459,2,1,3,3,1,3,1,3,0,3,1,2,2,19556,0
30,1,1,8,2,1,2,5,1,3,2,3,0,2,0,1,2,21091,0
60,1,1,13,2,1,2,3,2,5,0,6,0,5,0,0,4,34566,0
46,1,1,15.49083459,3,1,2,3,1,3,1,3,0,5,0,0,2,19810,0
42,0,1,15.49083459,1,1,2,4,1,3,0,1,0,3,0,0,2,19523,0
24,1,3,6,1,1,3,3,0,4,2,2,1,4,1,2,1,18202,1
34,0,3,12,3,1,2,5,0,3,1,1,0,4,1,1,1,17351,1
38,0,1,8,2,2,2,3,0,3,0,2,1,5,1,1,1,16702,0
40,1,3,8,2,1,3,3,2,3,0,1,0,3,0,0,4,33041,0
26,1,1,29,2,1,2,3,0,3,1,2,0,3,1,1,1,17886,0
30,0,1,9,2,2,2,3,0,3,0,5,0,3,0,1,1,17097,0
29,1,1,9,3,2,3,4,3,3,0,2,0,2,1,2,3,26935,0
29,1,1,31,1,1,3,4,0,4,0,6,0,3,0,2,1,17546,1
19,1,2,8,1,2,2,4,0,3,2,2,0,3,1,1,1,17564,1
30,0,3,28,2,1,3,3,3,5,0,1,0,2,1,0,3,23412,0
57,1,3,35,3,2,2,4,4,3,1,4,0,3,0,0,0,29118,0
50,1,1,35,2,2,2,4,4,3,0,1,0,5,1,1,0,32046,0
30,0,1,8,3,1,2,3,0,3,2,1,0,4,1,0,1,17564,0
60,0,3,34,3,1,3,4,3,5,0,5,0,2,1,0,3,25266,0
47,1,1,8,3,1,3,3,1,3,1,6,0,2,0,1,2,20070,0
46,1,1,8,2,2,2,3,4,3,0,7,0,5,0,0,0,32861,0
35,1,1,28,2,2,2,5,0,3,2,1,0,4,1,0,1,22347,0
37.62226512,1,1,14,2,1,2,3,1,3,2,1,0,2,1,0,2,22347,0
34,1,1,8,2,2,3,4,0,3,1,4,0,5,1,0,1,17768,0
46,1,3,16,3,1,3,4,3,3,0,3,1,2,1,1,3,24071,0
31,1,1,15,2,2,2,3,3,4,1,2,0,3,1,1,3,25648,0
33,1,1,21,3,2,2,3,3,3,0,1,1,5,0,0,3,28610,1
37.62226512,1,1,16,3,2,2,5,0,3,1,1,0,5,0,0,1,18408,1
30,1,3,13,3,2,2,3,0,4,2,1,0,2,1,0,1,17983,0
35,1,1,22,2,2,3,3,3,3,0,5,1,2,0,1,3,22632,0
31,0,1,26,2,2,3,3,3,3,0,4,0,3,1,0,3,24824,1
34,0,2,29,2,1,2,3,3,5,1,1,1,3,1,0,3,24950,1
42,0,1,11,2,2,3,3,0,3,0,5,0,3,1,0,1,17093,0
36,0,3,16,3,2,2,3,3,3,3,2,0,2,1,1,3,24980,0
37.62226512,0,1,10,1,2,2,4,0,3,2,6,0,5,1,0,1,22347,1
37.62226512,1,3,8,3,1,2,3,1,3,0,3,0,5,1,0,2,22347,0
55,1,3,24,2,1,2,3,4,4,2,4,0,2,0,1,0,31835,0
41,0,3,16,2,2,2,3,1,3,2,1,0,2,0,1,2,21230,0
35,1,3,15.49083459,3,2,2,3,1,3,0,1,0,3,1,0,2,19717,0
40,1,1,12,2,0,3,3,4,3,3,1,0,5,1,2,0,28237,0
37.62226512,0,1,14,2,1,2,3,0,3,0,2,0,2,0,0,1,22347,0
31,1,3,8,2,2,3,3,1,3,3,5,1,5,1,1,2,21582,0
42,1,1,30,3,2,2,3,3,5,0,2,1,2,1,1,3,22406,0
45,1,3,15.49083459,2,2,3,3,1,4,0,1,0,5,1,0,2,19805,0
26,0,2,23,2,1,2,3,0,3,1,1,1,5,0,1,1,17741,1
29,1,1,15.49083459,1,2,2,3,1,3,1,5,0,5,0,0,2,22347,0
33,1,1,6,3,1,3,2,4,3,1,5,0,2,0,2,0,31184,0
31,1,3,13,2,2,2,4,3,3,1,1,0,3,1,0,3,26557,0
18,0,3,11,3,2,3,3,0,4,2,2,1,4,1,2,1,16878,1
40,0,3,34,2,2,2,5,3,5,1,4,0,5,1,0,3,25932,0
41,0,1,8,2,1,3,4,1,3,3,3,1,2,0,0,2,21811,0
26,1,3,15.49083459,3,2,2,3,1,3,1,6,0,5,1,0,2,22347,0
35,1,3,15.49083459,3,1,3,3,1,3,2,2,0,4,0,2,2,19859,0
34,1,3,27,2,2,3,2,1,3,2,2,0,3,1,0,2,20337,0
26,1,1,30,1,2,3,5,0,3,2,2,1,3,1,2,1,17340,1
37,1,1,6,1,1,2,3,3,3,3,5,0,5,1,1,3,22491,0
46,0,1,24,3,1,2,3,3,3,0,6,0,3,1,0,3,25527,0
41,1,3,8,2,1,3,3,4,5,0,1,0,5,1,1,0,31595,0
37,0,3,15,3,2,3,3,3,4,1,2,0,2,1,0,3,23834,0
52,1,1,12,1,2,3,3,1,5,1,4,1,4,1,2,2,20577,0
32,0,3,15.49083459,2,2,2,2,1,3,0,1,0,3,1,1,2,19707,1
24,0,3,30,3,2,2,3,0,3,0,1,0,4,0,1,1,17400,0
38,1,1,16,3,1,3,3,1,3,0,4,0,3,1,2,2,24824,0
37,1,1,6,2,1,3,3,1,4,0,7,0,2,1,1,2,21447,0
49,1,1,24,2,2,2,4,2,3,1,2,1,3,0,1,4,34502,0
24,1,1,29,3,2,2,2,0,3,0,2,1,4,0,1,1,17725,0
26,1,3,34,3,2,3,3,1,4,0,2,0,3,1,0,2,21272,0
24,1,1,23,2,2,3,4,0,4,0,2,0,3,1,1,1,17127,0
50,0,2,9,3,2,2,3,2,4,0,2,0,2,1,0,4,33200,0
25,1,3,19,3,2,2,3,0,3,0,2,0,3,1,0,1,17096,0
24,0,1,13,2,1,2,3,0,3,0,2,1,4,0,0,1,17886,1
30,0,3,18,2,2,3,4,0,5,0,2,0,5,1,0,1,17033,1
37.62226512,1,1,6,2,2,2,4,0,3,0,2,1,2,0,0,1,18622,0
31,1,3,19,3,2,2,3,1,5,1,3,0,2,0,0,2,22347,1
37.62226512,1,1,31,2,2,2,4,1,3,2,5,0,2,0,1,2,18681,0
31,1,3,12,3,2,3,2,1,3,1,5,0,5,1,2,2,20460,0
27,1,1,12,3,1,3,4,0,3,1,1,0,2,1,1,1,17187,0
37,1,3,8,3,2,3,3,1,3,0,5,1,3,0,1,2,24602,0
20,1,1,6,2,1,2,4,0,4,2,2,0,4,1,0,1,17836,0
37.62226512,1,1,8,2,1,2,3,1,3,0,2,0,2,1,0,2,22347,0
43,1,1,12,2,2,2,4,4,3,1,5,1,3,1,0,0,31627,0
38,1,1,6,2,1,2,3,0,5,2,4,0,2,1,1,1,17619,0
43,0,1,15,3,2,3,3,1,3,1,4,1,3,1,0,2,20679,0
48,1,1,6,2,1,2,4,4,5,0,1,0,4,0,1,0,30402,0
44,1,2,6,2,1,2,4,1,3,2,5,0,5,1,1,2,20985,0
34,1,3,20,1,1,2,3,0,3,1,2,1,5,1,1,1,17579,0
27,1,3,8,3,2,2,3,0,5,1,1,0,5,0,1,1,18041,1
37.62226512,1,3,28,1,2,2,3,0,3,2,2,0,2,1,1,1,18447,0
44,1,1,9,2,2,2,3,2,3,0,5,1,2,1,0,4,34513,0
22,1,1,12,3,2,3,3,0,3,0,1,0,2,1,0,1,17773,0
33,1,3,14,3,2,2,3,1,3,1,1,0,2,1,1,2,22104,0
32,1,1,15,2,1,3,3,1,3,0,2,1,5,1,2,2,21322,0
30,0,1,9,3,1,3,3,0,3,1,2,0,3,1,1,1,17083,0
53,1,3,6,3,1,2,3,1,5,3,1,0,2,1,1,2,23381,0
34,1,1,6,2,2,2,3,0,3,0,2,0,3,1,0,1,17691,0
45,0,3,15.49083459,2,1,3,3,1,5,0,3,0,2,0,0,2,22347,1
26,1,1,12,2,1,3,3,0,3,0,2,1,2,0,0,1,17659,0
37,1,1,9,2,2,2,3,3,3,0,2,0,2,1,0,3,24434,0
29,1,3,9,3,1,3,3,1,3,0,2,0,2,0,0,2,20561,0
35,1,1,12,2,2,2,5,1,3,3,2,0,5,1,0,2,21646,0
33,0,1,12,2,2,1,3,1,3,1,4,0,5,1,0,2,22725,0
54,1,2,25,3,2,2,3,3,4,0,3,0,3,1,0,3,25725,0
36,1,1,15,3,2,2,4,1,4,1,3,1,4,1,0,2,23847,0
27,1,1,9,3,2,2,4,0,3,2,1,0,2,0,0,1,17045,0
20,1,1,16,3,2,2,3,0,3,2,2,1,5,0,0,1,16009,1
33,0,1,9,2,2,3,3,0,5,2,2,1,5,1,2,1,18348,1
35,0,1,9,2,2,2,4,0,3,0,2,0,2,1,1,1,16281,0
23,1,1,10,3,2,2,2,0,5,0,3,0,4,0,1,1,17819,0
25,1,3,15.49083459,2,2,2,2,1,4,0,1,0,4,0,0,2,19851,0
37.62226512,1,3,13,3,1,2,4,1,3,2,1,0,2,1,1,2,22347,0
29,0,1,6,2,2,3,5,0,3,1,2,0,2,1,0,1,17720,0
48,1,3,8,3,2,2,2,1,4,0,4,0,3,1,0,2,23120,0
27,0,3,15.49083459,3,1,3,2,1,3,1,2,1,2,1,2,2,19647,0
37,1,1,15.49083459,2,2,3,2,0,3,2,4,0,4,1,1,1,19680,0
50,1,1,34,3,2,3,2,0,3,0,2,1,2,1,2,1,18221,0
34,1,1,15,3,0,2,4,3,4,3,2,0,2,1,1,3,23621,0
24,1,3,15.49083459,2,1,3,3,1,3,2,1,0,2,1,0,2,19577,1
39,1,1,15.49083459,1,1,3,4,1,3,2,2,0,2,1,0,2,19553,0
32,1,3,16,3,2,2,3,1,3,2,2,0,4,0,1,2,20396,0
50,0,3,14,1,2,2,3,1,3,0,4,1,5,1,0,2,21796,1
38,1,1,6,2,1,2,2,1,3,3,1,0,2,1,1,2,22625,0
27,1,1,6,2,1,3,3,3,5,0,2,0,4,1,2,3,22412,0
32,1,1,9,2,0,2,3,3,3,3,4,0,2,1,1,3,26159,0
47,1,3,20,3,2,2,3.708445179,1,5,2,3,0,2,0,1,2,19960,0
40,0,3,11,2,2,2,4,3,5,0,6,1,5,0,1,3,25475,0
53,1,1,13,2,2,2,2,4,3,0,4,0,2,0,0,0,29814,0
41,1,2,16,2,2,3,4,2,3,1,4,0,2,1,0,4,34141,0
60,1,3,22,3,2,2,3,1,5,2,1,0,4,1,0,2,20405,0
27,0,1,16,2,2,2,3,3,5,1,2,0,3,1,0,3,23793,0
41,1,2,6,2,2,2,4,2,3,0,2,0,2,1,1,4,34189,0
37.62226512,1,3,14,3,2,2,3,0,4,0,1,0,2,1,0,1,22347,0
28,1,1,6,2,1,3,5,0,4,2,1,1,2,1,0,1,17216,1
36,0,1,14,2,1,3,2,3,5,0,1,0,3,0,0,3,26713,0
38,1,1,6,2,1,2,3,3,3,3,5,1,2,0,1,3,22861,0
37.62226512,0,1,30,3,2,2,5,0,3,2,3,0,3,0,1,1,18708,0
47,0,3,9,3,1,2,3,4,3,1,1,1,5,1,1,0,28770,0
30,1,3,33,3,2,2,3,1,3,1,1,0,3,1,0,2,20304,0
29,1,3,16,2,2,2,3,0,3,2,2,0,4,0,0,1,17642,0
42,0,1,25,3,2,2,2,0,3,1,7,1,3,1,1,1,17759,1
43,0,3,21,2,2,2,4,1,3,0,4,0,5,0,1,2,21804,0
34,1,1,14,3,1,3,3,1,3,2,4,0,4,1,1,2,21142,0
23,1,1,15,3,2,2,3,0,5,0,2,0,3,0,1,1,17500,0
39,1,2,9,2,1,2,2,1,4,0,1,0,2,1,0,2,21389,0
56,1,1,15,3,2,2,3,4,3,0,1,0,4,0,0,0,26103,0
40,1,1,8,3,1,2,4,0,3,2,1,1,3,1,1,1,17342,0
27,1,1,13,3,1,2,4,1,5,3,1,0,3,1,0,2,21811,0
29,1,3,16,3,2,2,3,0,4,1,2,0,2,0,1,1,17297,0
53,1,1,12,2,2,2,3,1,3,2,3,0,5,1,0,2,17450,0
35,0,1,8,2,1,3,3,1,5,1,3,0,4,0,0,2,20093,0
32,0,1,30,2,2,3,3,1,3,0,2,0,4,1,0,2,20309,0
38,1,1,8,3,2,3,3,0,3,0,7,1,4,0,0,1,18057,0
34,1,1,14,2,1,2,3,1,5,1,4,0,5,1,0,2,20121,0
52,1,3,9,3,2,2,4,4,5,0,2,0,5,1,0,0,31856,0
33,1,1,6,2,2,3,3,0,3,2,2,1,3,1,0,1,17686,1
25,1,3,32,3,1,2,3,1,3,2,2,0,4,0,0,2,21180,0
45,1,3,8,1,2,2,5,1,3,3,1,0,5,0,0,2,21632,0
37.62226512,1,1,16,3,2,3,2,0,3,2,2,0,2,1,1,1,18505,0
47,0,3,33,2,1,3,1,1,3,3,5,1,4,1,2,2,21397,1
34,1,3,8,2,2,2,3,1,3,2,2,0,5,0,0,2,21274,0
55,1,1,8,3,2,3,3,2,5,0,6,1,2,1,1.187266694,4,34859,1
36,0,3,14,2,2,3,4,3,5,3,2,0,2,0,2,3,22587,0
52,0,1,15.49083459,3,2,2,3,0,3,0,1,0,3,1,0,1,22347,0
26,1,3,14,1,2,2,4,1,5,2,7,0,3,1,1,2,20326,1
34,1,1,6,2,1,3,1,0,3,2,3,0,2,0,0,1,18280,0
54,1,1,25,3,1,3,3,1,5,1,1,1,3,0,0,2,20485,0
37,1,1,16,2,1,2,3,0,5,1,1,1,3,1,1,1,17782,0
38,0,1,8,2,1,3,1,1,5,2,7,1,2,1,2,2,20980,0
35,1,3,14,2,1,3,3,0,3,0,2,0,3,0,0,1,17572,0
37.62226512,1,1,6,2,2,2,5,0,3,0,4,0,4,1,0,1,22347,0
40,0,1,15.49083459,3,1,2,1,1,4,0,2,0,3,0,1,2,22347,0
34,1,3,14,2,1,3,3,1,5,0,6,0,2,1,0,2,21500,0
42,0,1,14,2,2,3,3,2,3,1,2,0,5,0,1,4,33430,0
23,1,1,12,2,2,3,1,0,5,0,2,1,3,1,2,1,16601,1
24,0,1,15,2,2,2,4,0,4,1,2,0,5,1,0,1,17694,0
52,1,1,17,2,1,2,3,1,3,0,1,0,2,1,1,2,18149,0
50,1,1,8,3,2,3,3,4,3,0,6,0,2,0,1,0,32639,0
29,1,1,6,2,1,2,4,0,5,0,2,1,2,0,0,1,17319,1
33,1,1,13,3,2,2,3,3,3,0,1,0,4,0,0,3,26691,0
33,1,3,22,3,1,3,3,1,5,2,6,0,3,1,0,2,20324,1
47,1,1,8,2,1,2,3,4,3,0,2,1,4,1,0,0,31752,0
36,1,1,6,2,1,2,3,1,4,0,1,0,5,0,0,2,20228,0
29,1,1,29,2,2,2,1,0,3,0,2,0,2,1,1,1,17700,0
58,1,1,8,2,2,2,3,2,4,2,1,1,3,1,1,4,34246,1
35,1,1,6,2,1,2,1,0,3,2,4,0,3,0,0,1,17506,0
42,1,1,6,2,1,2,4,1,3,0,1,1,3,0,1,2,21062,0
36,1,2,19,2,2,2,3,0,4,0,5,0,3,1,0,1,17143,0
32,1,1,10,2,1,3,4,1,3,0,2,0,4,1,0,2,21162,0
40,0,1,22,3,2,2,4,1,3,2,7,0,5,1,1,2,20094,0
30,1,1,8,3,1,2,4,1,3,3,6,1,2,1,1,2,21877,0
45,1,1,8,2,1,3,4,0,3,2,2,0,3,1,1,1,17274,0
42,1,1,15.49083459,2,2,3,3,1,4,0,2,0,3,1,1,2,22347,0
38,0,1,18,2,2,2,4,1,5,1,3,0,5,1,0,2,21288,0
34,0,1,22,2,1,3,4,0,3,2,2,0,5,1,1,1,17553,0
49,1,3,17,3,1,2,3,3,3,0,2,0,4,0,1,3,22654,1
55,1,3,8,3,2,2,3,1,3,2,5,0,2,0,1,2,20160,1
43,1,1,20,2,2,3,3,4,5,0,7,0,5,1,0,0,32159,0
27,1,1,11,1,2,2,4,3,3,1,2,1,3,0,0,3,27808,0
35,1,1,13,2,2,2,3,3,3,3,4,0,3,0,0,3,25221,0
28,1,3,15.49083459,3,1,2,3,1,4,0,2,1,3,1,0,2,19779,0
37.62226512,1,2,9,2,2,2,3,0,3,0,1,0,2,1,1,1,22347,0
26,0,1,11,3,1,2,4,0,3,0,2,1,2,0,1,1,17366,1
27,0,1,9,3,2,2,3,0,3,0,2,0,2,1,0,1,16706,0
51,1,3,32,3,1,3,3,4,3,0,3,0,3,0,1,0,31307,0
44,1,1,10,3,2,2,3,1,4,2,1,0,2,1,0,2,20933,0
37.62226512,1,1,8,3,2,3,1,0,5,2,1,0,2,1,2,1,18424,0
37.62226512,1,3,6,3,2,2,1,1,5,1,2,0,4,0,0,2,22347,0
35,1,1,33,3,1,2,4,0,5,2,2,0,4,1,1,1,17559,0
36,1,3,6,2,2,2,3,1,3,0,2,1,3,1,1,2,21201,0
37.62226512,0,1,11,2,2,3,4,0,3,1,1,0,5,0,0,1,22347,0
53,1,3,13,3,1,3,4,3,3,0,1,1,2,0,0,3,25934,0
45,1,3,15,3,2,3,3,3,5,1,5,1,2,1,0,3,25761,0
32,1,1,14,3,1,3,1,1,3,0,6,0,3,1,2,2,20175,0
52,0,1,31,3,1,2,4,4,3,0,4,0,5,0,1,0,28826,0
37,1,3,22,3,2,3,4,1,3,1,5,0,5,1,2,2,21334,0
28,1,2,14,3,2,3,3.708445179,0,3,1,2,0,2,0,1,1,19936,0
22,1,1,15.49083459,2,2,2,4,1,3,0,7,0,2,1,0,2,19775,0
44,1,1,14,2,2,3,1,0,3,0,3,1,3,1,2,1,17818,0
42,0,1,8,3,2,2,3,0,3,2,6,1,2,0,1,1,17515,0
36,1,2,14,2,2,3,4,0,5,0,1,0,2,1,2,1,17342,0
37.62226512,1,3,9,2,2,3,3,1,5,0,2,1,4,1,0,2,22347,0
35,1,1,15,2,1,3,4,3,3,0,2,1,4,1,1,3,25685,0
35,0,1,31,2,1,3,3,0,4,1,2,1,3,0,0,1,17022,1
32,0,1,6,2,2,3,3,0,3,1,1,0,5,0,0,1,17314,0
25,1,3,15.49083459,3,2,2,4,1,5,0,2,0,3,1,1,2,22347,0
37.62226512,1,1,6,1,1,2,3,0,5,0,3,0,4,1,0,1,18580,0
24,0,1,10,2,2,2,4,0,3,0,1,0,3,0,0,1,18162,0
32,0,3,11,2,2,2,3,1,4,0,2,0,3,1,1,2,21524,0
38,1,3,15,3,2,3,4,0,4,0,1,0,4,0,0,1,17899,0
42,1,1,9,2,1,3,1,1,3,0,3,1,5,0,0,2,20231,0
31,1,1,17,2,2,2,3,0,3,0,4,1,3,1,1,1,17356,0
29,1,3,6,3,1,2,4,0,3,1,7,1,2,0,1,1,17800,1
53,1,3,14,3,2,3,3,4,3,0,6,0,3,0,2,0,26836,0
35,1,1,31,1,2,3,4,3,4,0,4,0,3,1,1,3,25903,0
37,0,3,27,3,1,2,3,0,3,0,6,0,2,1,1,1,17973,0
53,1,1,29,2,1,3,3,4,3,2,7,0,5,1,1,0,29275,0
43,0,1,6,2,1,2,3,1,3,0,5,0,2,1,1,2,20562,0
47,1,3,15.49083459,3,1,2,3,1,3,0,1,1,2,1,0,2,19537,0
37,0,3,25,3,2,2,3,3,4,3,2,1,5,0,0,3,22642,0
50,0,1,8,2,2,3,3,4,5,1,2,0,5,1,2,0,32924,0
39,1,2,8,2,1,2,4,1,3,0,1,0,3,0,0,2,20204,0
33,1,2,9,2,2,2,3,0,4,1,4,1,5,0,1,1,17277,0
32,1,1,31,2,2,2,3,0,3,2,2,1,5,1,0,1,17795,1
29,1,1,13,3,1,3,4,0,3,1,7,0,5,1,0,1,17532,0
44,1,1,15,2,2,3,3,0,5,0,2,1,3,1,0,1,17559,0
28,1,3,11,3,2,3,3,1,3,2,2,0,3,1,0,2,19908,0
58,0,1,8,2,2,2,4,0,3,1,1,1,2,0,0,1,17380,1
43,1,1,15.49083459,2,1,2,3,1,4,1,5,0,3,1,0,2,19765,0
20,1,3,8,3,1,2,4,0,3,2,2,0,4,0,1,1,17044,1
21,1,1,24,2,1,3,3,0,3,2,2,0,3,1,1,1,17693,1
36,1,1,20,2,2,3,3,1,3,0,1,1,5,1,2,2,21586,0
47,1,3,8,2,1,3,4,0,3,2,2,1,2,1,0,1,18294,0
37.62226512,1,1,9,2,1,2,3,1,3,0,1,1,5,1,1,2,22347,1
41,1,1,8,2,1,2,5,0,3,1,5,1,3,0,0,1,17778,1
28,1,1,15,3,1,3,3,0,3,1,6,0,3,1,1,1,17377,0
39,1,1,12,3,2,3,3,0,5,0,1,1,2,1,1,1,17404,1
27,1,1,10,2,1,3,3,0,3,2,2,0,2,1,1,1,17318,0
34,1,1,16,2,2,2,3,0,4,1,2,0,2,1,0,1,17008,0
42,1,3,20,3,1,3,4,1,3,2,1,0,3,0,0,2,21244,0
33,1,1,6,2,2,3,4,0,5,2,4,1,4,0,0,1,17799,0
58,1,1,11,1,1,2,4,3,4,1,3,1,5,1,1,3,25552,0
31,1,3,13,2,2,2,4,0,3,0,4,0,4,1,1,1,17329,0
37.62226512,1,1,27,2,1,2,3,1,3,0,2,1,3,0,1,2,22347,0
49,1,1,14,2,1,2,3,3,4,0,5,0,4,0,0,3,22403,0
48,1,1,26,3,2,2,3,0,3,0,5,0,2,0,0,1,17259,0
31,0,3,26,3,1,2,3,1,3,0,2,0,2,1,0,2,21932,0
36,1,1,15.49083459,2,2,3,3,0,3,2,3,0,3,0,2,1,19678,0
38,1,1,6,1,1,3,3,3,5,0,2,0,4,1,2,3,28582,0
32,0,1,6,2,1,3,4,0,4,0,7,0,3,1,0,1,17332,0
25,1,3,25,3,2,2,4,0,4,0,2,1,2,0,0,1,17413,1
40,1,3,16,3,2,3,4,3,4,1,3,0,4,1,1,3,24705,0
26,0,3,15.49083459,3,2,2,4,1,5,2,2,0,3,1,1,2,22347,0
41,1,1,15.49083459,3,2,2,3,0,5,2,3,1,4,1,0,1,19721,0
36,1,1,8,3,2,3,3,0,3,2,5,0,5,1,0,1,17519,0
19,1,3,27,2,2,2,4,0,4,2,2,1,2,0,1,1,17121,1
20,1,1,10,1,2,2,3,0,5,2,2,0,3,1,1,1,17973,1
31,1,1,18,3,1,2,3,1,3,0,1,1,4,0,1,2,20855,0
37.62226512,0,1,15,3,2,2,3,0,4,1,1,1,4,0,1,1,18617,0
32,1,1,9,3,1,3,3,1,5,0,2,0,2,1,1,2,21725,0
36,1,3,9,2,2,2,4,3,3,0,2,1,2,1,0,3,25325,1
33,1,1,6,2,1,2,4,1,3,3,1,0,4,0,0,2,21949,0
37,1,3,6,2,2,2,4,3,3,0,6,0,2,1,1,3,25609,1
45,0,1,15.49083459,2,2,2,3,1,4,0,2,0,4,1,1,2,22347,0
29,0,3,26,1,1,2,3,0,3,0,2,0,3,0,1,1,17157,0
35,1,3,15.49083459,3,1,2,3,1,3,0,2,0,4,1,0,2,19601,0
