Age,CityTier,DurationOfPitch,Occupation,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken
51,3,32,1,3,0,3,1,0,3,1,31307,0
44,1,10,2,3,0,4,1,0,1,1,20933,0
,1,8,2,1,1,5,1,0,1,2,18424,0
,3,6,3,1,0,5,1,0,4,1,,0
35,1,33,2,4,1,5,1,0,4,2,17559,0
36,3,6,2,3,0,3,1,1,3,1,21201,0
32,3,,3,3,0,3,1,0,1,1,,0
,1,11,3,4,4,3,1,0,5,0,,0
53,3,13,1,4,3,3,1,1,1,3,25934,0
45,3,15,3,3,0,5,1,1,1,1,25761,0
32,1,14,2,1,4,3,2,0,3,0,20175,0
52,1,31,2,4,1,3,1,0,5,2,28826,0
37,3,22,3,4,1,3,1,0,5,2,21334,0
28,2,14,3,,3,3,3,0,1,3,19936,0
22,1,,2,4,4,3,1,0,1,0,19775,0
44,1,14,2,1,1,3,1,1,3,2,17818,0
42,1,8,2,3,0,3,1,1,1,1,17515,0
36,2,14,2,4,0,5,2,0,1,1,17342,0
,3,9,3,3,0,5,1,1,4,1,,0
35,1,15,2,4,0,3,1,1,4,1,25685,0
35,1,31,3,3,1,4,2,1,3,2,17022,1
32,1,6,2,3,0,3,1,0,5,1,17314,0
25,3,,2,4,1,5,1,0,3,2,,0
,1,6,3,3,0,5,2,0,4,1,18580,0
24,1,10,2,4,0,3,2,0,3,1,18162,0
32,3,11,2,3,1,4,1,0,3,2,21524,0
38,3,15,2,4,0,4,2,0,4,1,17899,0
42,1,9,2,1,1,3,1,1,5,2,20231,0
31,1,17,2,3,0,3,1,1,3,1,17356,0
29,3,6,3,4,0,3,1,1,1,1,17800,1
53,3,14,3,3,0,3,1,0,3,1,26836,0
35,1,31,2,4,0,4,2,0,3,1,25903,0
37,3,27,2,3,0,3,1,0,1,1,17973,0
53,1,29,3,3,1,3,2,0,5,2,29275,0
43,1,6,2,3,0,3,2,0,1,1,20562,0
47,3,,1,3,3,3,1,1,1,3,19537,0
37,3,25,2,3,0,4,1,1,5,1,22642,0
50,1,8,2,3,1,5,1,0,5,2,32924,0
39,2,8,2,4,3,3,1,0,3,3,20204,0
33,2,9,3,3,0,4,1,1,5,1,17277,0
32,1,31,3,3,1,3,1,1,5,2,17795,1
29,1,13,2,4,0,3,2,0,5,1,17532,0
44,1,15,1,3,3,5,1,1,3,3,17559,0
28,3,11,2,,0,3,1,0,3,1,19908,0
58,1,8,3,4,0,3,1,1,1,1,17380,1
43,1,,3,3,3,4,1,0,3,3,19765,0
20,3,8,3,4,1,3,2,0,4,2,17044,1
21,1,24,3,3,0,3,2,0,3,1,17693,1
36,1,20,3,3,0,3,2,1,5,1,21586,0
47,3,8,2,4,0,3,2,1,1,1,18294,0
,1,9,1,3,0,3,2,1,5,1,,1
41,1,8,3,5,1,3,1,1,3,2,17778,1
28,1,15,3,3,0,3,1,0,3,1,17377,0
39,1,12,3,3,1,5,1,1,1,2,17404,1
27,1,10,2,3,3,3,1,0,1,3,17318,0
34,1,16,2,3,1,4,3,0,1,2,17008,0
42,3,20,2,4,3,3,1,0,3,3,21244,0
33,1,6,2,4,1,5,1,1,4,2,17799,0
58,1,11,1,4,0,4,1,1,5,1,25552,0
31,3,13,3,4,1,3,1,0,4,2,17329,0
,1,27,2,3,4,3,1,1,3,0,,0
49,1,14,1,3,0,4,2,0,4,1,22403,0
48,1,26,3,3,4,3,1,0,1,0,17259,0
31,3,26,2,3,3,3,1,0,1,3,21932,0
36,1,,1,3,1,3,2,0,3,2,19678,0
38,1,6,2,3,3,5,1,0,4,3,28582,0
32,1,6,2,4,3,4,3,0,3,3,17332,0
25,3,25,2,4,4,4,3,1,1,0,17413,1
40,3,16,3,4,1,4,1,0,4,2,24705,0
26,3,,1,4,1,5,1,0,3,2,,0
41,1,,3,3,0,5,2,1,4,1,19721,0
36,1,8,2,3,4,3,2,0,5,0,17519,0
19,3,27,2,4,0,4,2,1,1,1,17121,1
20,1,10,2,3,0,5,2,0,3,1,17973,1
31,1,18,3,3,0,3,1,1,4,1,20855,0
,1,15,3,3,4,4,1,1,4,0,18617,0
32,1,9,2,3,1,5,1,0,1,2,21725,0
36,3,9,3,4,2,3,1,1,1,4,25325,1
33,1,6,1,4,0,3,1,0,4,1,21949,0
37,3,6,2,4,1,3,1,0,1,2,25609,1
45,1,,2,3,1,4,2,0,4,2,,0
29,3,26,2,3,0,3,1,0,3,1,17157,0
35,3,,2,3,4,3,1,0,4,0,19601,0
52,1,6,3,3,0,3,1,0,1,1,32099,0
58,1,8,3,3,3,3,1,0,1,3,17479,1
53,3,8,2,3,0,3,1,0,3,1,29852,0
30,3,14,2,3,1,3,1,0,3,2,22264,0
38,3,16,2,3,0,3,2,1,3,1,20666,0
35,3,9,1,3,3,3,1,0,5,3,22823,0
39,3,8,3,1,3,3,1,0,1,3,22880,0
40,3,30,2,1,3,4,1,1,3,3,28194,1
47,1,22,3,1,0,3,2,1,1,1,20067,0
36,3,14,3,3,0,3,2,0,3,1,20079,0
31,1,15,3,4,1,5,1,1,3,2,17321,1
33,3,23,2,3,0,3,1,0,3,1,32444,0
29,1,16,2,4,1,5,2,1,5,2,17404,1
,1,19,2,3,3,3,3,0,3,3,18452,0
45,1,6,3,3,1,3,2,0,5,2,17270,0
50,1,6,2,3,4,3,1,0,5,0,32399,0
33,1,6,2,1,1,4,1,1,3,2,20488,0
41,1,15,2,3,0,3,1,0,4,1,34419,0
27,1,22,3,3,2,4,1,0,1,4,17811,0
,1,29,2,3,0,5,1,1,1,1,18633,0
,3,10,2,3,4,3,2,1,3,0,,0
30,1,28,3,3,1,3,1,1,1,2,17132,1
50,1,30,3,3,1,3,1,1,4,2,28973,0
38,1,16,2,3,2,3,1,0,5,4,17684,0
46,1,13,2,3,1,3,3,0,1,2,25845,0
24,1,,3,4,1,3,2,0,3,2,,0
,1,20,3,4,2,4,1,1,5,4,,1
,1,6,3,3,4,5,1,0,5,0,,0
18,1,11,2,3,1,3,1,0,1,2,16051,0
54,1,23,2,3,0,3,2,0,5,1,25739,0
35,1,31,3,3,3,3,3,1,3,3,25388,0
30,1,14,2,1,0,5,2,1,1,1,26416,0
20,1,17,2,4,4,5,1,1,3,0,17600,1
30,1,11,3,3,0,4,2,0,3,1,17422,1
26,1,8,3,1,1,3,1,0,3,2,20472,0
22,1,14,1,5,3,5,1,0,1,3,17451,0
48,1,,3,4,0,3,2,0,1,1,,0
48,1,10,3,4,3,3,1,0,5,3,25999,0
41,1,13,2,,1,3,1,0,3,2,20003,0
39,1,6,2,4,0,3,1,0,3,1,27742,0
27,1,8,2,3,0,3,1,0,5,1,,0
,1,16,3,3,0,3,1,0,5,1,,0
42,3,11,2,3,0,3,1,0,4,1,33303,0
50,1,15,3,3,2,3,1,0,5,4,17380,0
59,1,8,2,4,1,3,2,1,5,2,28726,0
37,1,,3,5,1,4,1,0,4,2,19777,1
55,1,24,3,3,0,4,1,1,5,1,21385,0
41,1,13,3,5,2,3,1,0,4,4,34973,0
38,3,9,2,3,3,3,1,1,3,3,21861,0
26,3,35,3,,0,5,1,0,3,1,19969,1
52,3,8,3,5,3,3,3,0,3,3,34845,1
44,3,34,3,1,4,3,2,1,1,0,28320,0
50,3,6,3,3,3,3,1,0,1,3,21347,0
36,1,22,3,1,0,5,2,0,1,1,17743,1
39,1,28,2,3,0,5,2,1,5,1,25880,0
33,3,14,2,4,1,3,1,0,1,2,17342,0
45,3,17,2,3,0,3,1,0,4,1,32650,0
,1,35,1,3,3,3,3,0,3,3,,0
34,3,6,3,1,0,3,1,0,5,1,24725,0
59,3,6,2,3,1,3,1,1,1,2,26904,0
45,2,30,1,3,0,4,1,0,4,1,17177,0
53,3,8,2,4,3,4,1,0,1,3,22525,0
36,1,,1,3,3,3,1,0,4,3,19834,1
26,1,8,2,3,0,5,1,1,5,1,17042,1
34,3,16,2,3,3,3,1,1,1,3,17220,0
28,3,16,2,3,1,4,2,0,5,2,16052,0
38,1,9,3,3,3,3,1,0,3,3,17821,0
50,1,8,2,3,3,3,1,1,1,3,34237,0
,1,9,1,3,3,4,3,0,4,3,,0
40,3,32,3,3,1,5,2,0,1,2,23396,0
26,1,6,2,4,0,3,1,0,1,1,17007,0
46,1,6,2,3,1,3,3,0,5,2,34627,0
54,3,8,2,4,1,3,1,0,5,2,25686,0
56,1,15,1,3,0,3,1,0,1,1,17942,0
36,1,18,3,4,0,3,1,0,1,1,23858,0
55,1,8,3,4,0,5,2,0,3,1,31756,0
43,3,31,3,4,4,3,1,0,4,0,25798,0
20,3,15,3,3,0,3,1,1,4,1,17323,1
21,1,16,2,4,1,5,2,0,3,2,16416,1
46,1,,2,4,1,5,1,1,1,2,19615,0
51,1,10,2,3,0,3,1,1,1,1,17461,1
28,1,30,3,4,4,5,2,0,1,0,23722,1
,1,6,2,4,1,5,1,0,3,2,,0
30,1,26,2,3,3,5,3,0,4,3,24957,0
,1,13,3,1,3,3,1,0,3,3,18376,0
38,1,23,2,4,0,3,1,0,1,1,23823,0
40,1,26,3,3,3,3,1,0,3,3,25322,0
27,1,,3,5,4,3,1,0,1,0,19621,0
55,1,8,3,3,3,4,3,0,1,3,25976,0
,1,16,2,3,3,3,1,0,4,3,18660,0
44,2,6,2,4,4,5,1,0,4,0,25482,1
33,1,11,3,4,2,3,2,0,3,4,22119,0
35,3,10,1,3,0,5,2,1,4,1,24582,1
33,1,,2,4,1,3,3,0,5,2,19508,1
28,1,21,2,3,1,3,3,0,4,2,17207,0
34,1,9,2,3,0,3,1,0,1,1,22756,0
37,3,16,2,4,0,3,1,1,4,1,21694,0
,1,10,3,3,1,3,1,1,3,2,18691,1
26,1,27,1,3,4,3,1,0,5,0,17377,1
33,1,31,2,4,1,4,2,1,4,2,17313,1
42,1,8,2,3,0,5,1,0,3,1,32665,0
28,1,6,3,4,1,4,2,0,4,2,17596,1
50,3,,3,3,1,3,1,1,1,2,19728,1
33,3,,2,3,0,4,1,0,4,1,,0
34,1,9,2,4,0,3,1,0,1,1,17979,0
48,1,6,3,1,0,3,2,0,1,1,31885,0
45,3,15,3,4,1,3,3,0,3,2,20593,0
52,1,5,2,3,0,4,1,0,3,1,25445,0
38,3,16,3,4,0,3,1,1,3,1,23740,0
29,1,34,3,3,1,3,1,0,5,2,17514,0
28,1,9,2,3,0,4,1,0,4,1,22655,0
46,3,9,2,3,1,3,1,0,1,2,32465,0
38,3,8,1,3,0,4,2,0,4,1,22351,0
43,1,33,2,3,3,5,1,0,4,3,25820,0
39,1,8,3,3,3,3,3,0,3,3,27169,1
40,1,20,2,4,4,3,2,0,3,0,34626,0
21,1,6,3,4,1,4,2,1,5,2,17070,0
39,1,15,3,3,0,4,1,0,1,1,21782,0
36,1,24,3,3,0,3,2,0,3,1,22779,0
31,3,26,2,1,0,3,1,0,5,1,17791,0
28,1,8,3,4,1,4,1,0,1,2,18201,0
35,3,17,3,,1,3,1,0,5,2,19968,0
49,3,14,2,4,3,4,1,0,4,3,28120,0
,1,8,3,3,1,3,2,0,4,2,,0
29,1,16,2,3,0,4,1,0,5,1,18291,0
42,1,,3,5,1,3,2,0,3,2,,0
29,1,14,2,4,0,3,1,1,3,1,20056,0
38,2,6,1,1,2,3,1,0,4,4,17844,0
28,1,12,3,4,0,3,1,1,4,1,17703,0
18,1,14,2,3,0,3,2,0,5,1,16904,1
33,3,15,3,3,0,5,1,1,3,1,23224,1
41,1,,2,3,1,3,1,1,3,2,19766,0
31,1,21,2,3,0,3,2,0,4,1,17610,1
37,1,31,2,4,0,3,2,0,3,1,20731,0
27,1,12,3,4,2,3,1,0,1,4,17539,0
34,3,15,2,3,0,3,1,0,1,1,20714,0
35,2,,2,3,0,3,1,0,5,1,,0
29,3,29,3,4,4,5,1,0,3,0,22336,1
40,1,15,2,3,0,3,2,0,4,1,28499,0
42,3,18,2,3,0,5,1,1,5,1,28758,1
42,3,10,2,3,0,5,1,0,5,1,20155,0
35,1,6,2,4,1,3,1,0,1,2,17258,0
,1,30,3,3,1,4,1,0,5,2,18597,0
28,1,18,3,3,4,3,1,1,4,0,17515,1
26,1,,3,1,0,3,1,0,5,1,,0
30,3,16,2,4,2,3,1,0,1,4,21578,0
40,1,,2,4,1,3,1,1,1,2,,0
35,1,8,2,4,0,4,1,0,4,1,25274,0
34,1,7,3,4,1,5,1,0,1,2,20343,0
35,1,10,2,4,0,3,1,0,1,1,17376,0
43,3,15,2,5,1,3,1,0,1,2,20346,1
32,3,8,2,3,1,5,2,0,3,2,17827,0
56,1,10,3,3,0,5,2,0,4,1,34943,0
29,1,12,1,3,1,3,1,0,3,2,18131,0
19,1,15,3,3,1,5,1,0,3,2,17552,0
45,1,,3,3,1,3,1,1,3,2,,0
37,1,7,2,4,0,3,1,0,1,1,21474,0
20,1,5,2,4,1,3,2,0,3,2,18033,0
44,1,16,1,3,3,3,1,1,3,3,17936,1
53,1,13,3,3,0,3,1,0,1,1,33606,0
29,1,21,1,5,1,3,1,1,5,2,17168,0
22,1,9,2,4,1,3,2,1,3,2,17853,1
46,3,8,3,3,0,5,1,0,1,1,32048,0
44,1,23,3,5,3,3,1,0,4,3,17290,0
,2,8,3,3,3,3,1,0,1,3,18600,0
41,1,11,2,4,0,5,1,0,3,1,17107,1
,3,35,2,3,3,5,1,0,1,3,,0
40,3,,2,3,0,4,1,0,4,1,,0
50,1,8,3,3,0,5,2,0,3,1,32856,0
28,1,25,2,4,0,5,1,0,3,1,18196,0
46,1,21,2,3,4,4,1,0,3,0,34081,0
35,3,23,3,3,1,5,1,1,3,2,23966,0
24,1,23,3,3,1,4,3,0,1,2,17210,1
33,3,,2,3,1,3,2,0,3,2,19539,0
36,1,12,2,5,2,3,1,0,1,4,17741,0
,1,13,3,3,2,3,1,0,5,4,18491,0
44,1,,1,3,0,3,1,0,5,1,19541,0
20,3,27,2,1,0,3,2,0,3,1,17678,0
46,1,8,3,3,2,3,2,0,1,4,22379,0
42,2,8,2,1,0,5,3,0,1,1,21272,0
60,3,13,3,1,3,3,1,1,5,3,20220,0
32,1,19,1,4,0,4,1,0,5,1,17743,0
32,1,8,2,,1,3,1,1,5,2,19998,0
36,1,7,3,5,0,5,2,1,1,1,25252,0
33,1,15,3,3,3,3,3,0,1,3,17781,0
40,3,16,2,4,3,4,2,0,5,3,21852,0
25,3,16,2,,0,3,2,0,1,1,19950,0
,1,7,2,3,0,4,1,1,4,1,18579,0
42,1,32,3,3,3,5,1,1,3,3,28191,0
35,3,14,3,4,4,3,2,1,5,0,25377,0
27,1,20,2,3,0,5,2,1,4,1,17235,0
54,1,7,3,3,1,3,1,0,5,2,25502,0
44,1,8,3,1,1,3,1,0,4,2,17011,0
19,1,16,2,4,0,4,2,1,5,1,16859,1
,1,7,2,3,1,3,2,0,1,2,,0
54,1,9,2,3,3,3,3,0,5,3,32779,0
31,1,17,2,3,0,5,2,1,1,1,21833,0
31,1,30,2,4,0,5,2,0,5,1,21812,0
59,3,9,2,4,0,3,1,0,3,1,20171,0
43,1,9,3,5,3,3,1,0,5,3,34740,0
49,1,10,2,4,0,3,2,0,3,1,33711,0
,1,9,2,3,3,4,2,0,3,3,18692,0
48,3,30,2,5,0,3,1,1,1,1,17559,1
27,3,8,1,5,0,4,1,1,5,1,17517,1
29,1,16,1,4,0,3,1,0,4,1,21623,1
48,1,21,1,3,1,3,2,0,3,2,33265,1
29,1,13,3,3,1,3,2,1,4,2,31124,1
34,1,13,3,3,0,3,2,0,3,1,17585,1
44,1,29,3,3,0,5,2,0,3,1,33213,1
33,3,31,1,4,0,4,2,1,5,1,23380,1
19,3,11,2,3,0,4,2,1,4,1,17994,1
23,3,7,2,3,0,4,2,1,5,1,16223,1
25,1,9,2,3,1,5,1,0,5,2,16118,1
26,1,13,2,4,0,5,1,1,4,1,17875,1
45,3,19,1,1,3,3,1,1,3,3,33824,1
55,3,8,3,4,1,3,1,0,5,2,28577,1
21,3,24,3,3,0,3,1,1,5,1,17625,1
46,1,28,3,3,0,3,2,1,5,1,33789,1
34,1,,3,3,3,3,1,1,5,3,19538,1
51,1,34,3,4,1,5,1,0,3,2,34847,1
59,1,20,2,3,0,3,3,1,5,1,25512,1
34,3,,2,5,1,3,2,0,3,2,,1
28,1,14,3,4,0,4,3,0,4,1,17154,1
44,3,15,3,4,0,5,1,0,1,1,34190,1
34,3,,2,3,0,3,3,0,3,1,19490,1
,1,8,2,4,0,5,1,1,3,1,18506,1
42,1,7,2,1,0,4,1,0,3,1,17372,1
43,1,8,2,3,4,3,1,1,3,0,25231,1
36,2,15,3,3,1,3,1,0,1,2,20410,1
44,3,7,2,3,1,3,2,0,3,2,22978,1
,3,19,2,3,0,4,1,0,3,1,,1
51,3,30,3,4,0,4,2,1,5,1,17838,1
30,1,,2,3,3,5,2,1,3,3,19695,1
29,1,8,3,4,3,5,1,0,4,3,18339,1
28,1,7,1,4,0,5,1,0,3,1,17080,1
25,1,15,3,3,0,5,2,0,1,1,17096,1
32,1,9,3,3,0,3,1,0,4,1,21209,1
45,3,7,3,4,0,5,1,0,4,1,33061,1
39,1,8,2,3,1,5,2,1,1,2,32123,1
58,1,8,2,4,1,3,1,0,5,2,17372,1
32,1,,3,3,1,4,2,0,4,2,19883,1
,1,30,3,3,0,4,1,1,1,1,,1
30,3,,3,3,1,3,1,1,5,2,19627,1
36,3,16,2,4,0,5,1,0,5,1,22094,1
,3,21,2,5,0,3,1,1,1,1,18423,1
28,1,13,3,3,1,5,3,1,3,2,21674,1
50,3,18,2,3,0,3,2,1,3,1,31880,1
40,1,14,2,4,3,3,1,1,4,3,24094,1
52,3,13,3,3,0,3,2,1,4,1,23446,1
30,1,8,2,3,0,4,2,0,3,1,26916,1
39,3,,2,3,1,3,3,1,1,2,19534,1
31,2,28,2,5,1,3,0,0,1,2,24852,1
41,3,15,0,5,0,3,2,0,5,1,21151,1
31,3,19,2,4,0,5,0,1,1,1,17302,1
44,3,7,3,5,0,4,0,0,3,1,17362,1
42,2,14,2,4,0,3,3,0,5,1,32861,1
55,3,15,3,5,0,4,0,0,1,1,34187,1
56,3,22,2,3,0,5,1,1,5,1,34717,1
,3,22,2,3,3,3,3,0,5,3,18544,1
34,1,23,3,4,1,3,0,1,5,2,23500,1
40,3,,3,3,0,4,0,0,5,1,19661,1
,1,14,2,3,1,5,3,1,3,2,,1
35,1,,2,3,0,4,1,1,3,1,,1
51,3,33,3,3,0,3,1,1,5,1,29026,1
38,1,15,2,3,0,5,2,0,3,1,21893,1
34,1,16,2,3,3,5,1,0,4,3,21125,1
,2,26,2,3,0,4,1,1,3,1,18669,1
58,1,27,3,3,0,4,1,0,3,1,25008,1
40,2,24,2,1,4,5,0,0,1,0,17387,1
36,2,,2,4,0,5,3,1,5,1,19639,1
48,3,8,2,4,1,4,1,1,1,2,22898,1
27,1,30,2,4,1,3,3,1,3,2,17534,1
51,3,16,2,3,3,4,2,0,1,3,28142,1
18,3,15,2,3,0,3,2,0,5,1,16611,1
35,1,13,3,3,0,4,3,1,3,1,20363,1
42,3,7,2,4,2,3,1,1,2,4,24671,1
50,1,15,2,5,0,4,3,0,3,1,23808,0
38,1,9,3,5,1,3,0,1,3,2,20768,1
34,1,10,3,4,3,3,0,1,5,3,21587,0
28,1,9,3,4,2,4,2,0,5,4,22146,0
33,1,9,3,4,0,3,2,0,5,1,21746,0
60,1,10,2,3,1,5,0,1,2,2,21348,0
31,1,31,3,4,0,3,2,0,2,1,21371,0
39,1,30,1,5,1,3,0,0,3,2,28204,0
37,1,34,3,4,0,3,0,0,3,1,23915,0
36,1,23,3,3,0,4,1,0,3,1,21104,0
30,1,22,3,5,0,3,0,1,3,1,22871,0
32,1,33,3,4,0,3,0,0,3,1,21589,0
35,1,26,2,4,0,3,0,0,3,1,21339,0
29,1,31,2,5,1,3,0,1,2,2,20706,1
30,1,28,2,3,0,5,1,0,5,1,28658,0
33,1,12,2,3,0,4,1,1,2,1,21976,0
23,1,23,2,3,0,3,2,1,3,1,21613,0
54,3,9,2,5,3,3,3,0,3,3,34105,0
39,1,9,3,4,1,3,3,1,4,2,22622,0
25,1,18,1,3,2,3,0,0,3,4,22689,0
37,3,16,3,5,1,5,3,0,2,2,22085,1
35,1,14,2,4,0,4,0,0,3,1,30672,0
22,1,22,3,,1,3,3,0,3,2,19910,0
35,1,13,2,4,0,5,0,0,2,1,21638,1
54,1,12,2,4,3,3,3,0,5,3,37772,0
33,1,23,1,6,0,5,3,1,4,1,22597,1
43,3,15,3,4,1,4,1,0,3,2,25503,0
45,1,14,3,5,3,3,0,0,4,3,28926,0
47,3,9,3,4,1,5,0,0,2,2,37625,0
34,1,9,2,4,3,3,2,0,3,3,21174,0
45,1,17,2,4,3,3,0,1,3,3,25143,0
31,1,16,3,5,0,3,0,0,4,1,20884,0
40,3,12,2,4,1,3,1,0,2,2,20764,1
25,1,7,2,4,1,3,1,1,3,2,20971,1
44,1,9,3,3,1,3,0,0,2,2,21323,0
51,3,10,2,5,1,3,2,1,4,2,21361,1
36,3,9,3,4,2,3,1,0,2,4,20692,0
37,1,12,2,5,3,5,3,1,2,3,98678,0
34,3,7,1,3,3,5,1,0,3,3,24054,0
36,1,11,3,4,4,3,1,0,4,0,20629,0
28,1,9,2,4,1,5,3,0,3,2,21019,0
27,1,32,2,6,3,3,1,0,2,3,20971,1
28,3,15,3,4,0,3,0,0,2,1,27404,0
31,1,7,3,4,0,3,0,0,3,1,22689,0
42,1,19,2,4,1,3,3,0,4,2,38223,1
35,3,30,2,4,0,3,0,0,5,1,23246,0
38,1,26,3,4,0,4,2,0,4,1,21700,0
47,3,12,2,4,1,3,0,1,5,2,24450,0
36,1,15,2,3,1,3,0,0,5,2,20947,0
49,1,7,2,5,1,3,3,1,5,2,24059,1
29,1,12,3,4,1,3,3,1,2,2,22119,1
45,3,7,2,4,3,5,0,1,2,3,24132,0
36,1,18,3,5,3,5,2,1,5,3,28562,0
27,3,30,3,5,1,3,1,1,2,2,22835,0
34,1,7,2,4,1,3,0,1,2,2,32136,0
36,3,25,3,4,0,5,3,0,4,1,27747,0
36,1,30,2,4,3,5,0,1,4,3,22692,0
32,1,14,3,4,1,3,1,0,3,2,24593,0
38,1,7,3,5,1,3,0,0,5,2,24671,0
33,1,7,2,4,3,3,3,1,4,3,24840,0
39,1,36,1,4,0,3,1,0,3,1,21084,0
51,1,14,2,5,0,3,0,1,4,1,37418,0
60,3,32,2,4,1,5,0,0,3,2,26315,0
37,1,15,3,4,3,3,3,0,4,3,28774,0
56,1,15,2,4,4,3,0,1,3,0,33434,0
37,1,18,3,5,1,4,3,0,4,2,25177,0
46,1,14,3,4,1,5,1,0,3,2,28402,0
36,1,7,3,4,3,5,0,0,2,3,20872,0
37,1,16,3,5,1,3,3,1,2,2,22066,1
60,3,7,1,5,3,3,0,0,5,3,24151,0
30,1,9,2,4,1,4,0,0,4,2,21381,0
32,1,7,3,4,1,4,0,0,3,2,21179,0
33,1,7,3,4,4,4,2,0,3,0,24898,0
37,1,13,3,3,1,3,0,0,2,2,21716,0
32,1,15,2,4,0,3,1,0,5,1,23102,0
36,3,7,2,5,0,5,3,0,2,1,22990,0
46,1,13,2,4,0,5,3,1,3,1,31923,0
38,1,14,2,4,1,3,3,0,2,2,32342,0
47,2,12,2,4,1,4,1,1,5,2,23699,0
31,1,7,2,5,2,3,0,1,2,4,23804,0
36,1,7,2,5,2,3,0,0,4,4,21537,0
56,3,7,3,4,1,3,3,0,2,2,28917,0
39,1,13,3,6,0,3,0,1,2,1,24007,0
35,1,7,3,4,0,4,3,0,5,1,23003,0
57,1,14,3,6,3,3,3,0,2,3,25938,0
24,3,9,2,4,1,5,3,0,3,2,21000,0
52,1,16,2,4,4,3,2,0,3,0,20753,0
31,1,9,2,5,0,3,0,0,4,1,22830,0
47,3,16,2,5,1,3,1,0,5,2,28297,1
41,1,7,2,5,3,4,3,0,2,3,32181,0
52,3,28,3,4,3,3,2,1,5,3,24119,0
31,3,11,1,5,3,4,0,1,3,3,23887,0
47,1,7,2,5,0,5,1,1,2,1,29351,0
33,3,13,2,4,4,3,0,0,5,0,23688,0
55,1,9,2,4,0,3,1,0,4,1,32227,0
25,3,10,3,4,1,3,0,0,4,2,23677,0
29,3,11,2,4,0,3,0,0,2,1,22899,0
59,3,17,2,4,2,3,2,0,3,4,32550,0
45,1,30,2,4,1,4,0,0,3,2,20720,0
38,2,13,2,4,0,5,0,1,2,1,20751,1
33,1,7,3,4,3,5,0,0,2,3,21634,0
21,1,13,3,5,0,3,2,1,2,1,21604,1
35,1,13,1,4,0,3,0,0,3,1,23487,0
38,1,9,3,5,1,3,0,0,2,2,23841,0
60,2,9,3,5,0,3,3,0,2,1,37522,0
51,1,7,3,4,3,4,3,1,2,3,36850,0
26,3,12,2,5,1,3,0,1,3,2,24422,1
26,1,14,2,5,3,3,1,0,2,3,21567,0
23,1,22,2,4,0,3,0,0,2,1,21549,0
52,1,7,3,5,1,5,1,0,2,2,26162,0
35,1,14,2,6,3,3,2,1,5,3,24752,1
55,2,33,2,3,1,3,0,1,3,2,36006,0
25,1,25,2,4,1,3,0,0,4,2,21452,0
35,1,13,2,5,1,4,0,0,3,2,23183,0
38,3,10,3,4,0,3,3,0,3,1,26106,0
35,1,12,3,5,0,5,3,0,2,1,30309,0
37,3,18,1,4,1,3,2,0,5,2,28416,0
37,1,10,2,4,0,3,3,0,2,1,21513,0
44,3,33,3,4,1,3,1,1,2,2,35637,0
31,1,30,1,6,0,3,1,0,3,1,21291,0
34,3,29,3,4,0,4,3,0,2,1,24824,0
57,1,21,2,4,4,4,1,1,5,0,23641,1
52,1,13,2,4,0,3,0,0,5,1,38215,0
32,3,13,3,6,0,3,2,1,3,1,24850,1
27,1,13,3,5,1,4,1,0,3,2,21046,0
59,1,30,3,4,3,3,0,0,3,3,28990,1
20,3,29,3,4,1,3,0,1,2,2,20353,1
23,1,9,2,4,1,3,1,0,5,2,21201,0
50,1,27,3,4,3,5,3,0,2,3,25245,0
44,1,35,1,3,1,3,0,0,3,2,23417,0
51,3,19,3,4,1,3,0,0,5,2,27886,0
32,3,27,3,6,0,3,0,1,3,1,23237,1
42,3,16,3,4,3,3,0,1,2,3,26867,0
27,2,32,3,4,0,3,0,0,4,1,21620,0
37,1,13,3,4,0,4,0,0,4,1,23619,0
52,1,15,3,6,0,3,1,0,2,1,29328,1
40,3,11,3,5,0,3,0,0,5,1,24580,0
26,3,35,2,5,3,3,1,0,4,3,27317,0
31,2,16,3,4,0,3,1,1,3,1,25025,0
33,1,16,2,4,2,5,2,0,4,4,22878,1
46,1,36,2,4,0,3,1,0,2,1,22130,0
39,1,10,2,4,3,3,0,1,5,3,4678,0
31,1,25,2,4,1,3,3,0,2,2,21310,0
33,3,16,2,6,0,3,3,0,2,1,23346,0
31,1,12,1,4,0,5,0,0,5,1,21882,0
31,1,9,1,5,0,3,2,0,4,1,21398,0
42,1,17,3,5,0,5,2,0,2,1,35859,0
42,1,16,3,4,1,5,1,0,2,2,20916,0
20,1,10,2,4,1,4,1,0,3,2,20161,0
41,1,33,2,4,0,4,1,0,2,1,24283,0
36,3,7,2,4,0,4,2,0,4,1,25973,0
54,3,13,2,4,0,3,2,1,5,1,20984,0
46,1,16,3,4,3,4,1,0,4,3,21026,0
33,3,15,2,4,0,3,2,0,4,1,27676,0
30,1,7,3,4,0,3,0,0,3,1,22997,0
52,1,14,3,5,0,3,2,0,3,1,24810,0
59,1,16,3,5,0,4,3,1,2,1,22024,0
41,3,11,3,5,0,3,0,0,2,1,29533,0
35,3,9,3,4,1,3,1,0,5,2,20909,0
23,1,26,3,4,0,3,0,0,2,1,21001,0
28,1,16,3,4,2,4,0,0,3,4,20702,0
